Date,State,Active,Cured,Deaths,Total
05-04-2020,Andhra Pradesh,222,1,3,226
05-04-2020,Andaman and Nicobar Islands,10,0,0,10
05-04-2020,Arunachal Pradesh,1,0,0,1
05-04-2020,Assam,26,0,0,26
05-04-2020,Bihar,31,0,1,32
05-04-2020,Chandigarh,18,0,0,18
05-04-2020,Chhattisgarh,2,8,0,10
05-04-2020,Delhi,497,19,7,523
05-04-2020,Goa,7,0,0,7
05-04-2020,Gujarat,110,22,12,144
05-04-2020,Haryana,58,25,1,84
05-04-2020,Himachal Pradesh,10,2,1,13
05-04-2020,Jammu and Kashmir,103,4,2,109
05-04-2020,Jharkhand,4,0,0,4
05-04-2020,Karnataka,135,12,4,151
05-04-2020,Kerala,257,55,2,314
05-04-2020,Ladakh,4,10,0,14
05-04-2020,Madhya Pradesh,156,0,9,165
05-04-2020,Maharashtra,647,56,45,748
05-04-2020,Manipur,2,0,0,2
05-04-2020,Mizoram,1,0,0,1
05-04-2020,Odisha,19,2,0,21
05-04-2020,Puducherry,4,1,0,5
05-04-2020,Punjab,66,4,6,76
05-04-2020,Rajasthan,253,21,0,274
05-04-2020,Tamil Nadu,558,8,5,571
05-04-2020,Telangana,280,34,7,321
05-04-2020,Uttarakhand,22,4,0,26
05-04-2020,Uttar Pradesh,281,21,3,305
05-04-2020,West Bengal,67,10,3,80
06-04-2020,Andhra Pradesh,262,1,3,266
06-04-2020,Andaman and Nicobar Islands,10,0,0,10
06-04-2020,Arunachal Pradesh,1,0,0,1
06-04-2020,Assam,26,0,0,26
06-04-2020,Bihar,31,0,1,32
06-04-2020,Chandigarh,11,7,0,18
06-04-2020,Chhattisgarh,1,9,0,10
06-04-2020,Delhi,548,21,7,576
06-04-2020,Goa,7,0,0,7
06-04-2020,Gujarat,127,25,13,165
06-04-2020,Haryana,64,25,1,90
06-04-2020,Himachal Pradesh,10,2,1,13
06-04-2020,Jammu and Kashmir,110,4,2,116
06-04-2020,Jharkhand,4,0,0,4
06-04-2020,Karnataka,146,25,4,175
06-04-2020,Kerala,267,58,2,327
06-04-2020,Ladakh,4,10,0,14
06-04-2020,Madhya Pradesh,216,0,13,229
06-04-2020,Maharashtra,764,56,48,868
06-04-2020,Manipur,2,0,0,2
06-04-2020,Mizoram,1,0,0,1
06-04-2020,Odisha,39,2,1,42
06-04-2020,Puducherry,4,1,0,5
06-04-2020,Punjab,80,4,7,91
06-04-2020,Rajasthan,264,21,3,288
06-04-2020,Tamil Nadu,608,8,5,621
06-04-2020,Telangana,322,35,7,364
06-04-2020,Tripura,1,0,0,1
06-04-2020,Uttarakhand,26,5,0,31
06-04-2020,Uttar Pradesh,281,21,3,305
06-04-2020,West Bengal,75,13,3,91
07-04-2020,Andhra Pradesh,296,5,4,305
07-04-2020,Andaman and Nicobar Islands,10,0,0,10
07-04-2020,Arunachal Pradesh,1,0,0,1
07-04-2020,Assam,27,0,0,27
07-04-2020,Bihar,37,0,1,38
07-04-2020,Chandigarh,11,7,0,18
07-04-2020,Chhattisgarh,1,9,0,10
07-04-2020,Delhi,546,21,9,576
07-04-2020,Goa,7,0,0,7
07-04-2020,Gujarat,127,25,13,165
07-04-2020,Haryana,116,28,3,147
07-04-2020,Himachal Pradesh,15,2,1,18
07-04-2020,Jammu and Kashmir,110,4,2,116
07-04-2020,Jharkhand,4,0,0,4
07-04-2020,Karnataka,146,25,4,175
07-04-2020,Kerala,264,70,2,336
07-04-2020,Ladakh,4,10,0,14
07-04-2020,Madhya Pradesh,216,0,13,229
07-04-2020,Maharashtra,875,79,64,1018
07-04-2020,Manipur,2,0,0,2
07-04-2020,Mizoram,1,0,0,1
07-04-2020,Odisha,39,2,1,42
07-04-2020,Puducherry,4,1,0,5
07-04-2020,Punjab,80,4,7,91
07-04-2020,Rajasthan,304,21,3,328
07-04-2020,Tamil Nadu,664,19,7,690
07-04-2020,Telangana,385,35,7,427
07-04-2020,Tripura,1,0,0,1
07-04-2020,Uttarakhand,26,5,0,31
07-04-2020,Uttar Pradesh,314,26,3,343
07-04-2020,West Bengal,81,13,5,99
08-04-2020,Andhra Pradesh,338,6,4,348
08-04-2020,Andaman and Nicobar Islands,11,0,0,11
08-04-2020,Arunachal Pradesh,1,0,0,1
08-04-2020,Assam,28,0,0,28
08-04-2020,Bihar,38,0,1,39
08-04-2020,Chandigarh,11,7,0,18
08-04-2020,Chhattisgarh,1,9,0,10
08-04-2020,Delhi,639,21,9,669
08-04-2020,Goa,7,0,0,7
08-04-2020,Gujarat,138,25,16,179
08-04-2020,Haryana,137,29,3,169
08-04-2020,Himachal Pradesh,15,2,1,18
08-04-2020,Jammu and Kashmir,150,4,4,158
08-04-2020,Jharkhand,13,0,0,13
08-04-2020,Karnataka,148,28,5,181
08-04-2020,Kerala,260,83,2,345
08-04-2020,Ladakh,4,10,0,14
08-04-2020,Madhya Pradesh,243,0,16,259
08-04-2020,Maharashtra,946,117,72,1135
08-04-2020,Manipur,1,1,0,2
08-04-2020,Mizoram,1,0,0,1
08-04-2020,Odisha,39,2,1,42
08-04-2020,Puducherry,4,1,0,5
08-04-2020,Punjab,89,4,8,101
08-04-2020,Rajasthan,359,21,3,383
08-04-2020,Tamil Nadu,709,21,8,738
08-04-2020,Telangana,400,35,7,442
08-04-2020,Tripura,1,0,0,1
08-04-2020,Uttarakhand,30,5,0,35
08-04-2020,Uttar Pradesh,375,31,4,410
08-04-2020,West Bengal,82,16,5,103
09-04-2020,Andhra Pradesh,350,7,6,363
09-04-2020,Andaman and Nicobar Islands,11,0,0,11
09-04-2020,Arunachal Pradesh,1,0,0,1
09-04-2020,Assam,29,0,0,29
09-04-2020,Bihar,59,0,1,60
09-04-2020,Chandigarh,11,7,0,18
09-04-2020,Chhattisgarh,1,9,0,10
09-04-2020,Delhi,860,25,13,898
09-04-2020,Goa,6,1,0,7
09-04-2020,Gujarat,198,26,17,241
09-04-2020,Haryana,137,29,3,169
09-04-2020,Himachal Pradesh,21,6,1,28
09-04-2020,Jammu and Kashmir,174,6,4,184
09-04-2020,Jharkhand,12,0,1,13
09-04-2020,Karnataka,161,30,6,197
09-04-2020,Kerala,259,96,2,357
09-04-2020,Ladakh,5,10,0,15
09-04-2020,Madhya Pradesh,243,0,16,259
09-04-2020,Maharashtra,1142,125,97,1364
09-04-2020,Manipur,1,1,0,2
09-04-2020,Mizoram,1,0,0,1
09-04-2020,Odisha,41,2,1,44
09-04-2020,Puducherry,4,1,0,5
09-04-2020,Punjab,116,5,11,132
09-04-2020,Rajasthan,439,21,3,463
09-04-2020,Tamil Nadu,805,21,8,834
09-04-2020,Telangana,431,35,7,473
09-04-2020,Tripura,1,0,0,1
09-04-2020,Uttarakhand,30,5,0,35
09-04-2020,Uttar Pradesh,395,32,4,431
09-04-2020,West Bengal,95,16,5,116
10-04-2020,Andhra Pradesh,364,11,6,381
10-04-2020,Andaman and Nicobar Islands,11,0,0,11
10-04-2020,Arunachal Pradesh,1,0,0,1
10-04-2020,Assam,28,0,1,29
10-04-2020,Bihar,59,0,1,60
10-04-2020,Chandigarh,11,7,0,18
10-04-2020,Chhattisgarh,9,9,0,18
10-04-2020,Delhi,864,25,14,903
10-04-2020,Goa,6,1,0,7
10-04-2020,Gujarat,258,31,19,308
10-04-2020,Haryana,145,29,3,177
10-04-2020,Himachal Pradesh,21,6,1,28
10-04-2020,Jammu and Kashmir,197,6,4,207
10-04-2020,Jharkhand,16,0,1,17
10-04-2020,Karnataka,171,37,6,214
10-04-2020,Kerala,239,123,2,364
10-04-2020,Ladakh,5,10,0,15
10-04-2020,Madhya Pradesh,410,0,33,443
10-04-2020,Maharashtra,1276,188,110,1574
10-04-2020,Manipur,1,1,0,2
10-04-2020,Mizoram,1,0,0,1
10-04-2020,Odisha,45,2,1,48
10-04-2020,Puducherry,6,1,0,7
10-04-2020,Punjab,116,5,11,132
10-04-2020,Rajasthan,529,21,3,553
10-04-2020,Tamil Nadu,859,44,8,911
10-04-2020,Telangana,452,43,9,504
10-04-2020,Tripura,2,0,0,2
10-04-2020,Uttarakhand,30,5,0,35
10-04-2020,Uttar Pradesh,397,32,4,433
10-04-2020,West Bengal,105,16,5,126
11-04-2020,Andhra Pradesh,364,11,6,381
11-04-2020,Andaman and Nicobar Islands,1,10,0,11
11-04-2020,Arunachal Pradesh,1,0,0,1
11-04-2020,Assam,28,0,1,29
11-04-2020,Bihar,44,19,1,64
11-04-2020,Chandigarh,12,7,0,19
11-04-2020,Chhattisgarh,15,10,0,25
11-04-2020,Delhi,1025,25,19,1069
11-04-2020,Goa,2,5,0,7
11-04-2020,Gujarat,366,44,22,432
11-04-2020,Haryana,153,29,3,185
11-04-2020,Himachal Pradesh,25,6,1,32
11-04-2020,Jammu and Kashmir,214,6,4,224
11-04-2020,Jharkhand,16,0,1,17
11-04-2020,Karnataka,183,37,6,226
11-04-2020,Kerala,230,142,2,374
11-04-2020,Ladakh,5,10,0,15
11-04-2020,Madhya Pradesh,528,0,36,564
11-04-2020,Maharashtra,1426,208,127,1761
11-04-2020,Manipur,1,1,0,2
11-04-2020,Mizoram,1,0,0,1
11-04-2020,Odisha,41,12,1,54
11-04-2020,Puducherry,6,1,0,7
11-04-2020,Punjab,135,5,11,151
11-04-2020,Rajasthan,676,21,3,700
11-04-2020,Tamil Nadu,915,44,10,969
11-04-2020,Telangana,452,43,9,504
11-04-2020,Tripura,2,0,0,2
11-04-2020,Uttarakhand,30,5,0,35
11-04-2020,Uttar Pradesh,402,45,5,452
11-04-2020,West Bengal,110,19,5,134
12-04-2020,Andhra Pradesh,414,11,7,432
12-04-2020,Andaman and Nicobar Islands,1,10,0,11
12-04-2020,Arunachal Pradesh,1,0,0,1
12-04-2020,Assam,30,0,1,31
12-04-2020,Bihar,37,26,1,64
12-04-2020,Chandigarh,14,7,0,21
12-04-2020,Chhattisgarh,21,10,0,31
12-04-2020,Delhi,1103,27,24,1154
12-04-2020,Goa,2,5,0,7
12-04-2020,Gujarat,466,47,26,539
12-04-2020,Haryana,153,29,3,185
12-04-2020,Himachal Pradesh,18,13,1,32
12-04-2020,Jammu and Kashmir,235,6,4,245
12-04-2020,Jharkhand,17,0,2,19
12-04-2020,Karnataka,182,59,6,247
12-04-2020,Kerala,194,179,3,376
12-04-2020,Ladakh,5,10,0,15
12-04-2020,Madhya Pradesh,517,44,43,604
12-04-2020,Maharashtra,1619,217,149,1985
12-04-2020,Manipur,1,1,0,2
12-04-2020,Mizoram,1,0,0,1
12-04-2020,Nagaland,1,0,0,1
12-04-2020,Odisha,41,12,1,54
12-04-2020,Puducherry,6,1,0,7
12-04-2020,Punjab,142,14,11,167
12-04-2020,Rajasthan,788,21,3,812
12-04-2020,Tamil Nadu,1014,50,11,1075
12-04-2020,Telangana,446,100,16,562
12-04-2020,Tripura,2,0,0,2
12-04-2020,Uttarakhand,30,5,0,35
12-04-2020,Uttar Pradesh,431,47,5,483
12-04-2020,West Bengal,116,29,7,152
13-04-2020,Andhra Pradesh,450,14,9,473
13-04-2020,Andaman and Nicobar Islands,1,10,0,11
13-04-2020,Arunachal Pradesh,1,0,0,1
13-04-2020,Assam,30,0,1,31
13-04-2020,Bihar,39,26,1,66
13-04-2020,Chandigarh,14,7,0,21
13-04-2020,Chhattisgarh,21,10,0,31
13-04-2020,Delhi,1452,30,28,1510
13-04-2020,Goa,2,5,0,7
13-04-2020,Gujarat,536,55,26,617
13-04-2020,Haryana,162,34,3,199
13-04-2020,Himachal Pradesh,18,13,1,32
13-04-2020,Jammu and Kashmir,250,16,4,270
13-04-2020,Jharkhand,22,0,2,24
13-04-2020,Karnataka,184,65,9,258
13-04-2020,Kerala,178,198,3,379
13-04-2020,Ladakh,5,10,0,15
13-04-2020,Madhya Pradesh,629,51,50,730
13-04-2020,Maharashtra,1948,229,160,2337
13-04-2020,Manipur,1,1,0,2
13-04-2020,Meghalaya,1,0,0,1
13-04-2020,Mizoram,1,0,0,1
13-04-2020,Nagaland,1,0,0,1
13-04-2020,Odisha,36,18,1,55
13-04-2020,Puducherry,6,1,0,7
13-04-2020,Punjab,150,14,12,176
13-04-2020,Rajasthan,743,133,3,879
13-04-2020,Tamil Nadu,1104,58,11,1173
13-04-2020,Telangana,507,100,17,624
13-04-2020,Tripura,2,0,0,2
13-04-2020,Uttarakhand,28,7,0,35
13-04-2020,Uttar Pradesh,603,49,5,657
13-04-2020,West Bengal,147,36,7,190
14-04-2020,Andaman and Nicobar Islands,1,10,0,11
14-04-2020,Andhra Pradesh,478,16,9,503
14-04-2020,Arunachal Pradesh,1,0,0,1
14-04-2020,Assam,32,0,1,33
14-04-2020,Bihar,40,29,1,70
14-04-2020,Chandigarh,14,7,0,21
14-04-2020,Chhattisgarh,20,13,0,33
14-04-2020,Delhi,1501,30,30,1561
14-04-2020,Goa,2,5,0,7
14-04-2020,Gujarat,606,59,30,695
14-04-2020,Haryana,162,34,3,199
14-04-2020,Himachal Pradesh,19,13,1,33
14-04-2020,Jammu and Kashmir,244,30,4,278
14-04-2020,Jharkhand,25,0,2,27
14-04-2020,Karnataka,191,75,11,277
14-04-2020,Kerala,173,211,3,387
14-04-2020,Ladakh,7,10,0,17
14-04-2020,Madhya Pradesh,870,64,53,987
14-04-2020,Maharashtra,2250,259,178,2687
14-04-2020,Manipur,1,1,0,2
14-04-2020,Meghalaya,6,0,1,7
14-04-2020,Mizoram,1,0,0,1
14-04-2020,Nagaland,0,0,0,0
14-04-2020,Odisha,41,18,1,60
14-04-2020,Puducherry,6,1,0,7
14-04-2020,Punjab,159,14,13,186
14-04-2020,Rajasthan,855,147,3,1005
14-04-2020,Tamil Nadu,1111,81,12,1204
14-04-2020,Telangana,509,120,18,647
14-04-2020,Tripura,2,0,0,2
14-04-2020,Uttarakhand,28,9,0,37
14-04-2020,Uttar Pradesh,673,51,11,735
14-04-2020,West Bengal,169,37,7,213
15-04-2020,Andaman and Nicobar Islands,1,10,0,11
15-04-2020,Andhra Pradesh,500,20,14,534
15-04-2020,Arunachal Pradesh,1,0,0,1
15-04-2020,Assam,27,5,1,33
15-04-2020,Bihar,44,29,1,74
15-04-2020,Chandigarh,14,7,0,21
15-04-2020,Chhattisgarh,16,17,0,33
15-04-2020,Delhi,1504,42,32,1578
15-04-2020,Goa,2,5,0,7
15-04-2020,Gujarat,771,64,36,871
15-04-2020,Haryana,159,43,3,205
15-04-2020,Himachal Pradesh,18,16,1,35
15-04-2020,Jammu and Kashmir,260,36,4,300
15-04-2020,Jharkhand,26,0,2,28
15-04-2020,Karnataka,220,82,13,315
15-04-2020,Kerala,167,218,3,388
15-04-2020,Ladakh,7,10,0,17
15-04-2020,Madhya Pradesh,1003,64,53,1120
15-04-2020,Maharashtra,2437,295,187,2919
15-04-2020,Manipur,1,1,0,2
15-04-2020,Meghalaya,6,0,1,7
15-04-2020,Mizoram,1,0,0,1
15-04-2020,Nagaland,0,0,0,0
15-04-2020,Odisha,41,18,1,60
15-04-2020,Puducherry,6,1,0,7
15-04-2020,Punjab,146,27,13,186
15-04-2020,Rajasthan,873,147,3,1023
15-04-2020,Tamil Nadu,1110,118,14,1242
15-04-2020,Telangana,560,120,18,698
15-04-2020,Tripura,1,1,0,2
15-04-2020,Uttarakhand,28,9,0,37
15-04-2020,Uttar Pradesh,692,68,13,773
15-04-2020,West Bengal,182,42,7,231
16-04-2020,Andaman and Nicobar Islands,1,10,0,11
16-04-2020,Andhra Pradesh,522,36,14,572
16-04-2020,Arunachal Pradesh,1,0,0,1
16-04-2020,Assam,29,5,1,35
16-04-2020,Bihar,45,37,1,83
16-04-2020,Chandigarh,12,9,0,21
16-04-2020,Chhattisgarh,13,23,0,36
16-04-2020,Delhi,1551,51,38,1640
16-04-2020,Goa,1,6,0,7
16-04-2020,Gujarat,909,74,38,1021
16-04-2020,Haryana,159,43,3,205
16-04-2020,Himachal Pradesh,18,16,1,35
16-04-2020,Jammu and Kashmir,272,38,4,314
16-04-2020,Jharkhand,27,0,2,29
16-04-2020,Karnataka,258,82,13,353
16-04-2020,Kerala,147,245,3,395
16-04-2020,Ladakh,4,14,0,18
16-04-2020,Madhya Pradesh,1186,65,57,1308
16-04-2020,Maharashtra,2711,300,194,3205
16-04-2020,Manipur,1,1,0,2
16-04-2020,Meghalaya,8,0,1,9
16-04-2020,Mizoram,1,0,0,1
16-04-2020,Nagaland,0,0,0,0
16-04-2020,Odisha,40,19,1,60
16-04-2020,Puducherry,6,1,0,7
16-04-2020,Punjab,146,27,13,186
16-04-2020,Rajasthan,956,164,11,1131
16-04-2020,Tamil Nadu,1072,180,15,1267
16-04-2020,Telangana,539,186,18,743
16-04-2020,Tripura,1,1,0,2
16-04-2020,Uttarakhand,28,9,0,37
16-04-2020,Uttar Pradesh,758,74,14,846
16-04-2020,West Bengal,194,51,10,255
17-04-2020,Andaman and Nicobar Islands,1,11,0,12
17-04-2020,Andhra Pradesh,546,42,15,603
17-04-2020,Arunachal Pradesh,1,0,0,1
17-04-2020,Assam,25,9,1,35
17-04-2020,Bihar,46,37,2,85
17-04-2020,Chandigarh,12,9,0,21
17-04-2020,Chhattisgarh,12,24,0,36
17-04-2020,Delhi,1593,72,42,1707
17-04-2020,Goa,1,6,0,7
17-04-2020,Gujarat,1136,88,48,1272
17-04-2020,Haryana,179,43,3,225
17-04-2020,Himachal Pradesh,21,16,1,38
17-04-2020,Jammu and Kashmir,281,42,5,328
17-04-2020,Jharkhand,31,0,2,33
17-04-2020,Karnataka,266,92,13,371
17-04-2020,Kerala,138,255,3,396
17-04-2020,Ladakh,4,14,0,18
17-04-2020,Madhya Pradesh,1217,69,69,1355
17-04-2020,Maharashtra,2791,331,201,3323
17-04-2020,Manipur,1,1,0,2
17-04-2020,Meghalaya,10,0,1,11
17-04-2020,Mizoram,1,0,0,1
17-04-2020,Nagaland,0,0,0,0
17-04-2020,Odisha,38,21,1,60
17-04-2020,Puducherry,4,3,0,7
17-04-2020,Punjab,162,27,13,202
17-04-2020,Rajasthan,1035,183,11,1229
17-04-2020,Tamil Nadu,1025,283,15,1323
17-04-2020,Telangana,587,186,18,791
17-04-2020,Tripura,1,1,0,2
17-04-2020,Uttarakhand,33,9,0,42
17-04-2020,Uttar Pradesh,869,86,14,969
17-04-2020,West Bengal,222,55,10,287
18-04-2020,Andaman and Nicobar Islands,3,11,0,14
18-04-2020,Andhra Pradesh,546,42,15,603
18-04-2020,Arunachal Pradesh,1,0,0,1
18-04-2020,Assam,22,12,1,35
18-04-2020,Bihar,47,37,2,86
18-04-2020,Chandigarh,13,10,0,23
18-04-2020,Chhattisgarh,12,24,0,36
18-04-2020,Delhi,1778,72,43,1893
18-04-2020,Goa,1,6,0,7
18-04-2020,Gujarat,1452,94,58,1604
18-04-2020,Haryana,143,87,3,233
18-04-2020,Himachal Pradesh,22,16,1,39
18-04-2020,Jammu and Kashmir,285,51,5,341
18-04-2020,Jharkhand,33,0,2,35
18-04-2020,Karnataka,266,104,14,384
18-04-2020,Kerala,140,257,3,400
18-04-2020,Ladakh,4,14,0,18
18-04-2020,Madhya Pradesh,1210,127,70,1407
18-04-2020,Maharashtra,3075,365,211,3651
18-04-2020,Manipur,1,1,0,2
18-04-2020,Meghalaya,10,0,1,11
18-04-2020,Mizoram,1,0,0,1
18-04-2020,Nagaland,0,0,0,0
18-04-2020,Odisha,36,24,1,61
18-04-2020,Puducherry,4,3,0,7
18-04-2020,Punjab,172,31,16,219
18-04-2020,Rajasthan,1157,183,11,1351
18-04-2020,Tamil Nadu,992,365,15,1372
18-04-2020,Telangana,640,186,18,844
18-04-2020,Tripura,1,1,0,2
18-04-2020,Uttarakhand,33,9,0,42
18-04-2020,Uttar Pradesh,959,108,17,1084
18-04-2020,West Bengal,236,62,12,310
19-04-2020,Andaman and Nicobar Islands,4,11,0,15
19-04-2020,Andhra Pradesh,610,92,20,722
19-04-2020,Arunachal Pradesh,1,0,0,1
19-04-2020,Assam,17,17,1,35
19-04-2020,Bihar,52,42,2,96
19-04-2020,Chandigarh,13,13,0,26
19-04-2020,Chhattisgarh,11,25,0,36
19-04-2020,Delhi,1668,290,45,2003
19-04-2020,Goa,0,7,0,7
19-04-2020,Gujarat,1678,106,67,1851
19-04-2020,Haryana,143,87,3,233
19-04-2020,Himachal Pradesh,22,16,1,39
19-04-2020,Jammu and Kashmir,289,56,5,350
19-04-2020,Jharkhand,40,0,2,42
19-04-2020,Karnataka,268,111,16,395
19-04-2020,Kerala,129,270,3,402
19-04-2020,Ladakh,4,14,0,18
19-04-2020,Madhya Pradesh,1284,127,74,1485
19-04-2020,Maharashtra,3473,507,223,4203
19-04-2020,Manipur,0,2,0,2
19-04-2020,Meghalaya,10,0,1,11
19-04-2020,Mizoram,1,0,0,1
19-04-2020,Nagaland,0,0,0,0
19-04-2020,Odisha,43,24,1,68
19-04-2020,Puducherry,4,3,0,7
19-04-2020,Punjab,172,31,16,219
19-04-2020,Rajasthan,1281,183,14,1478
19-04-2020,Tamil Nadu,1051,411,15,1477
19-04-2020,Telangana,662,190,21,873
19-04-2020,Tripura,1,1,0,2
19-04-2020,Uttarakhand,33,11,0,44
19-04-2020,Uttar Pradesh,1030,129,17,1176
19-04-2020,West Bengal,261,66,12,339
20-04-2020,Andaman and Nicobar Islands,5,11,0,16
20-04-2020,Andhra Pradesh,639,96,22,757
20-04-2020,Arunachal Pradesh,0,1,0,1
20-04-2020,Assam,15,19,1,35
20-04-2020,Bihar,70,42,2,114
20-04-2020,Chandigarh,13,13,0,26
20-04-2020,Chhattisgarh,11,25,0,36
20-04-2020,Delhi,1603,431,47,2081
20-04-2020,Goa,0,7,0,7
20-04-2020,Gujarat,1858,131,77,2066
20-04-2020,Haryana,124,127,3,254
20-04-2020,Himachal Pradesh,22,16,1,39
20-04-2020,Jammu and Kashmir,292,71,5,368
20-04-2020,Jharkhand,44,0,2,46
20-04-2020,Karnataka,284,114,17,415
20-04-2020,Kerala,114,291,3,408
20-04-2020,Ladakh,4,14,0,18
20-04-2020,Madhya Pradesh,1337,127,76,1540
20-04-2020,Maharashtra,3865,572,232,4669
20-04-2020,Manipur,0,2,0,2
20-04-2020,Meghalaya,10,0,1,11
20-04-2020,Mizoram,1,0,0,1
20-04-2020,Nagaland,0,0,0,0
20-04-2020,Odisha,49,24,1,74
20-04-2020,Puducherry,4,3,0,7
20-04-2020,Punjab,190,39,16,245
20-04-2020,Rajasthan,1346,205,25,1576
20-04-2020,Tamil Nadu,1046,457,17,1520
20-04-2020,Telangana,706,190,23,919
20-04-2020,Tripura,1,1,0,2
20-04-2020,Uttarakhand,28,18,0,46
20-04-2020,Uttar Pradesh,1134,140,20,1294
20-04-2020,West Bengal,307,73,12,392
21-04-2020,Andaman and Nicobar Islands,6,11,0,17
21-04-2020,Andhra Pradesh,669,120,24,813
21-04-2020,Arunachal Pradesh,0,1,0,1
21-04-2020,Assam,15,19,1,35
21-04-2020,Bihar,78,46,2,126
21-04-2020,Chandigarh,13,14,0,27
21-04-2020,Chhattisgarh,10,26,0,36
21-04-2020,Delhi,1498,611,47,2156
21-04-2020,Goa,0,7,0,7
21-04-2020,Gujarat,2033,144,95,2272
21-04-2020,Haryana,124,127,3,254
21-04-2020,Himachal Pradesh,22,16,1,39
21-04-2020,Jammu and Kashmir,294,81,5,380
21-04-2020,Jharkhand,42,0,3,45
21-04-2020,Karnataka,279,129,17,425
21-04-2020,Kerala,101,323,3,427
21-04-2020,Ladakh,4,14,0,18
21-04-2020,Madhya Pradesh,1364,148,80,1592
21-04-2020,Maharashtra,4248,722,251,5221
21-04-2020,Manipur,0,2,0,2
21-04-2020,Meghalaya,11,0,1,12
21-04-2020,Mizoram,1,0,0,1
21-04-2020,Odisha,51,30,1,82
21-04-2020,Puducherry,4,3,0,7
21-04-2020,Punjab,186,49,16,251
21-04-2020,Rajasthan,1546,230,25,1801
21-04-2020,Tamil Nadu,943,635,18,1596
21-04-2020,Telangana,728,194,23,945
21-04-2020,Tripura,1,1,0,2
21-04-2020,Uttarakhand,27,19,0,46
21-04-2020,Uttar Pradesh,1226,165,21,1412
21-04-2020,West Bengal,335,73,15,423
22-04-2020,Andaman and Nicobar Islands,7,11,0,18
22-04-2020,Andhra Pradesh,727,141,27,895
22-04-2020,Arunachal Pradesh,0,1,0,1
22-04-2020,Assam,15,19,1,35
22-04-2020,Bihar,100,46,2,148
22-04-2020,Chandigarh,13,14,0,27
22-04-2020,Chhattisgarh,8,28,0,36
22-04-2020,Delhi,1476,724,48,2248
22-04-2020,Goa,0,7,0,7
22-04-2020,Gujarat,2125,179,103,2407
22-04-2020,Haryana,119,140,3,262
22-04-2020,Himachal Pradesh,21,18,1,40
22-04-2020,Jammu and Kashmir,310,92,5,407
22-04-2020,Jharkhand,38,8,3,49
22-04-2020,Karnataka,285,141,17,443
22-04-2020,Kerala,111,324,3,438
22-04-2020,Ladakh,4,14,0,18
22-04-2020,Madhya Pradesh,1466,148,81,1695
22-04-2020,Maharashtra,4594,789,269,5652
22-04-2020,Manipur,0,2,0,2
22-04-2020,Meghalaya,11,0,1,12
22-04-2020,Mizoram,1,0,0,1
22-04-2020,Odisha,50,32,1,83
22-04-2020,Puducherry,4,3,0,7
22-04-2020,Punjab,196,65,16,277
22-04-2020,Rajasthan,1633,230,27,1890
22-04-2020,Tamil Nadu,949,662,18,1629
22-04-2020,Telangana,739,197,24,960
22-04-2020,Tripura,1,1,0,2
22-04-2020,Uttarakhand,23,23,0,46
22-04-2020,Uttar Pradesh,1301,187,21,1509
22-04-2020,West Bengal,362,79,15,456
23-04-2020,Andaman and Nicobar Islands,11,11,0,22
23-04-2020,Andhra Pradesh,781,145,29,955
23-04-2020,Arunachal Pradesh,0,1,0,1
23-04-2020,Assam,16,19,1,36
23-04-2020,Bihar,128,46,2,176
23-04-2020,Chandigarh,13,14,0,27
23-04-2020,Chhattisgarh,8,28,0,36
23-04-2020,Delhi,1518,808,50,2376
23-04-2020,Goa,0,7,0,7
23-04-2020,Gujarat,2254,258,112,2624
23-04-2020,Haryana,113,156,3,272
23-04-2020,Himachal Pradesh,21,18,1,40
23-04-2020,Jammu and Kashmir,330,92,5,427
23-04-2020,Jharkhand,44,8,3,55
23-04-2020,Karnataka,295,150,18,463
23-04-2020,Kerala,121,324,3,448
23-04-2020,Ladakh,4,14,0,18
23-04-2020,Madhya Pradesh,1566,203,83,1852
23-04-2020,Maharashtra,5307,840,283,6430
23-04-2020,Manipur,0,2,0,2
23-04-2020,Meghalaya,11,0,1,12
23-04-2020,Mizoram,1,0,0,1
23-04-2020,Odisha,56,33,1,90
23-04-2020,Puducherry,4,3,0,7
23-04-2020,Punjab,196,65,16,277
23-04-2020,Rajasthan,1707,230,27,1964
23-04-2020,Tamil Nadu,911,752,20,1683
23-04-2020,Telangana,705,253,26,984
23-04-2020,Tripura,1,1,0,2
23-04-2020,Uttarakhand,23,24,0,47
23-04-2020,Uttar Pradesh,1374,206,24,1604
23-04-2020,West Bengal,396,103,15,514
24-04-2020,Andaman and Nicobar Islands,16,11,0,27
24-04-2020,Andhra Pradesh,859,171,31,1061
24-04-2020,Arunachal Pradesh,0,1,0,1
24-04-2020,Assam,16,19,1,36
24-04-2020,Bihar,180,46,2,228
24-04-2020,Chandigarh,13,15,0,28
24-04-2020,Chhattisgarh,6,30,0,36
24-04-2020,Delhi,1604,857,53,2514
24-04-2020,Goa,0,7,0,7
24-04-2020,Gujarat,2423,265,127,2815
24-04-2020,Haryana,113,156,3,272
24-04-2020,Himachal Pradesh,21,18,1,40
24-04-2020,Jammu and Kashmir,340,109,5,454
24-04-2020,Jharkhand,47,9,3,59
24-04-2020,Karnataka,318,153,18,489
24-04-2020,Kerala,116,331,4,451
24-04-2020,Ladakh,6,14,0,20
24-04-2020,Madhya Pradesh,1650,210,92,1952
